車山高原スキー場,長野県茅野市北山3413,0266-68-2626,gerande123,36.1014168,138.2128423,く
スノータウン Yeti,静岡県裾野市須山字藤原2428,055-998-0636,gerande124,35.3006179,138.7687504,す
富士見パノラマリゾート,長野県諏訪郡富士見町富士見6666-703,0266-62-5666,gerande125,35.9110488,138.2065128,ふ
シャトレーゼスキーリゾート八ケ岳,長野県南佐久郡川上村御所平1841,0267-91-1001,gerande126,35.930886,138.4940721,し
白樺湖 ROYAL HILL,長野県茅野市北山3419,0266-68-2120,gerande127,36.0994174,138.2351822,し
蓼科東急スキー場,長野県茅野市北山字鹿山4026-2,0266-69-3245,gerande128,36.0699135,138.2556263,た
カムイみさかスキー場,山梨県笛吹市御坂町上黒駒5321-1,055-264-2614,gerande129,35.5823517,138.7532547,か
エコーバレースキー場,長野県小県郡長和町姫木平,0268-60-2001,gerande130,36.1206505,138.2077533,え
中央道 伊那スキーリゾート,長野県伊那市西春近3390,0265-73-8855,gerande131,35.8154425,137.9165783,ち
ブランシュたかやまスキーリゾート,長野県小県郡長和町大門鷹山,0268-69-2232,gerande132,36.1485635,138.2050941,ぶ
サンメドウズ清里スキー場,山梨県北杜市大泉町西井出8240-1,0551-48-4111,gerande133,35.9482865,138.4142057,さ
ふじてんスノーリゾート,山梨県南都留郡鳴沢村字富士山8545-1,0555-85-2000,gerande134,35.4418849,138.6875742,ふ
小海リエックス・スキーバレー,長野県南佐久郡小海町松原湖高原,0267-93-2537,gerande135,36.0555096,138.4099917,こ
八千穂高原スキー場,長野県南佐久郡佐久穂町千代里2093-15,0267-88-3866,gerande137,36.0699655,138.3805163,や
車山高原スキー場,長野県茅野市北山3413,0266-68-2626,gerande138,36.1014168,138.2128423,く
しらかば2in1スキー場,長野県北佐久郡立科町八子ケ峰,0267-55-6868,gerande139,36.0962625,138.2604333,し
白樺高原国際スキー場,長野県北佐久郡立科町芦田八ケ野蓼科牧場745,0267-55-6201,gerande140,36.1288589,138.2757051,し
ピラタス蓼科スノーリゾート,長野県茅野市蓼科高原,0266-67-2009,gerande141,36.0722087,138.3065965,ひ
武石番所ケ原スキー場,長野県上田市武石上本入2386-1,0268-86-2213,gerande142,36.2597623,138.1149305,た
白樺リゾートスキー場,長野県茅野市芦田八ケ野 白樺湖,0266-68-2100,gerande143,36.1094994,138.2432007,し
ファミリーゲレンデ霧ヶ峰スキー場,長野県諏訪市霧ケ峰13338-1,0266-53-1664,gerande144,36.097674,138.1605416,ふ
富士見高原スキー場,長野県諏訪郡富士見町境12067,0266-66-2932,gerande145,35.9225107,138.3092467,ふ
中央アルプス千畳敷スキー場,長野県駒ヶ根市赤穂1,0265-83-5201,gerande146,35.7775911,137.8135219,ち
駒ヶ根高原スキー場,長野県駒ヶ根市赤穂5-879,0265-83-4000,gerande147,35.7403618,137.8895552,こ
リバウェル井川スキー場,静岡県静岡市葵区井川2629-190,054-260-2316,gerande148,35.217404,138.278659,り
