戸狩温泉スキー場,長野県飯山市大字豊田6363,0269-65-2359,gelande332,36.9313049,138.3878078,と
いいづなリゾートスキー場,長野県上水内郡飯綱町大字川上2755-209,026-253-3911,gelande333,36.7388734,138.1712526,い
斑尾高原スキー場,長野県飯山市斑尾高原,0269-64-3214,gelande334,36.8514209,138.2849274,ま
戸隠スキー場,長野県長野市戸隠3682,026-254-2106,gelande335,36.7543442,138.094592,と
飯綱高原スキー場,長野県長野市大字富田1-1,026-239-2505,gelande336,36.7170778,138.1398615,い
タングラムスキーサーカス,長野県上水内郡信濃町古海3575-8,026-258-3511,gelande337,36.8521618,138.2632127,た
黒姫高原スノーパーク,長野県上水内郡信濃町野尻3807,026-255-3176,gelande338,36.8264004,138.1619589,く
野沢温泉スキー場,長野県下高井郡野沢温泉村7653,0269-85-3166,gelande339,36.9200222,138.4519846,の
北信州 木島平スキー場,長野県下高井郡木島平村大字上木島3876-2,0269-82-3434,gelande340,36.8198414,138.4034254,き
北竜温泉ファミリースキー場,長野県飯山市瑞穂7332-2,0269-85-2353,gelande341,36.9114196,138.4244124,ほ
斑尾高原サンパティックスキー場,長野県飯山市飯山11492-196 斑尾高原,0269-64-3216,gelande342,36.8517515,138.300095,ま
さかえ倶楽部スキー場,長野県下水内郡栄村北信2903,0269-87-3333,gelande343,36.9955544,138.5651285,さ
YAMABOKU WILD SNOW PARK,長野県上高井郡高山村大字奥山田3681-352,026-242-2505,gelande344,36.6693448,138.4656076,や
