天元台高原,山形県米沢市白布温泉天元台,0238-55-2236,gelande454,37.775307,140.133915,て,天元台 -天元台王
黒伏高原スノーパーク ジャングルジャングル,山形県東根市大字観音寺字水無山3170-164,0237-41-5555,gelande455,38.439741,140.539169,く,黒伏高原スノー OR ジャングルジャングル OR from:janglejungle
蔵王ライザワールド,山形県上山市蔵王坊平高原,023-679-2311,gelande456,38.1240599,140.4055913,ざ,蔵王ライザ OR ライザワールド
眺海の森 松山スキー場,山形県酒田市土渕大平1-59,0234-62-2633,gelande457,38.8584323,139.9811516,ち,松山スキー
蔵王温泉スキー場,山形県山形市蔵王温泉708-1,023-694-9328,gelande458,38.1672458,140.3942118,ざ,蔵王温泉スキー OR 蔵王スキー
米沢スキー場,山形県米沢市万世町刈安栃平道下24266-1,0238-28-2511,gelande459,37.864719,140.2312805,よ,米沢スキー
栗子国際スキー&リゾート,山形県米沢市板谷529-14,0238-34-2340,gelande460,37.8265356,140.2587437,く,栗子国際 OR 栗子スキー
天童高原スキー場,山形県天童市田麦野1321,023-657-3628,gelande461,38.3472662,140.4822825,て,天童高原
やまがた赤倉温泉スキー場,山形県最上郡最上町富沢3480-1,0233-45-2901,gelande462,38.7057409,140.5454982,や,やまがた赤倉
羽黒山スキー場,山形県鶴岡市羽黒町手向,0235-62-4270,gelande463,38.6927579,139.984799,は,羽黒山スキー
櫛引たらのきだいスキー場,山形県鶴岡市たらのき代西野469-1,0235-57-5470,gelande464,38.6525876,139.9126959,く,たらのきだいスキー
湯殿山スキー場,山形県鶴岡市田麦俣六十里山104-5,0235-54-6450,gelande465,38.5722019,139.9419862,ゆ,湯殿山スキー OR from:mtyudono
西川町民スキー場,山形県西村山郡西川町間沢サッテロ782-5,0237-74-4055,gelande466,38.4365941,140.1256514,に,西川町民スキー
Asahi自然観スノーパーク,山形県西村山郡朝日町白倉745-1,0237-83-7111,gelande467,38.3043299,140.0593319,あ,Asahi自然観 OR 自然観スノー
白鷹町営スキー場,山形県西置賜郡白鷹町中山2801,0238-87-2456,gelande468,38.2355771,140.1557466,し,白鷹町営スキー OR 白鷹スキー
蔵王猿倉スキー場,山形県上山市蔵王蔵王山2843-1,023-679-2211,gelande469,38.1282084,140.3745462,ざ,蔵王猿倉スキー
月山スキー場,山形県西村山郡西川町志津姥沢月山国有林地内,0237-74-4119,gelande470,38.5238639,140.006473,が,月山スキー
花笠高原スキー場,山形県尾花沢市鶴子858,0237-28-3939,gelande471,38.5367573,140.5086717,は,花笠高原
米沢市営小野川スキー場,山形県米沢市小野川町志田1881-1,0238-32-2076,gelande472,37.8777901,140.0576146,よ,小野川スキー
大石田町営里山スキー場,山形県北村山郡大石田町横山平林4416-1,0237-35-5250,gelande473,38.583829,140.3743635,お,里山スキー
グリーンバレー神室スキー場,山形県最上郡金山町有屋1400,0233-52-2240,gelande474,38.9165236,140.3942023,ぐ,グリーンバレー神室 OR 神室スキー
小国町横根スキー場,山形県西置賜郡小国町小国小坂町,0238-62-4723,gelande475,38.0711674,139.7317899,お,横根スキー
あつみ温泉一本木スキー場,山形県鶴岡市木野俣728,0235-47-2111,gelande476,38.5779273,139.6985996,あ,一本木スキー
手ノ子スキー場,山形県西置賜郡飯豊町手ノ子2555,0238-75-2811,gelande477,38.011766,139.961264,て,手ノ子スキー
新庄市民スキー場,山形県新庄市五日町柴草山5919-3,0233-25-3915,gelande478,38.7967132,140.3558691,し,新庄市民スキー
